SCIENTIFIC_NAME,COMMON_NAME,TAXON_ID,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES
Cissa chinensis,Common Green-Magpie,TC007719,gremag1,species,18946.0,COGM CGMA,CICH,
Cissa hypoleuca,Indochinese Green-Magpie,TC007720,yebmag1,species,18952.0,INGM IGMA,CIHY,
Cissa thalassina,Javan Green-Magpie,TC007721,shtmag1,species,18958.0,JAGM JGMA,CITH,
Cissa jefferyi,Bornean Green-Magpie,TC013651,borgrm1,species,18960.0,BOGM BGMA,CIJE,
Dendrocitta vagabunda,Rufous Treepie,TC007722,ruftre2,species,18961.0,RUTR,DEVA,
Dendrocitta formosae,Gray Treepie,TC007723,grytre1,species,18970.0,GRTR,DEFO,
Dendrocitta occipitalis,Sumatran Treepie,TC007724,sumtre1,species,18979.0,SUTR,DEOC,
Dendrocitta cinerascens,Bornean Treepie,TC007725,bortre1,species,18980.0,BOTR,DECI,
Dendrocitta leucogastra,White-bellied Treepie,TC007726,whbtre1,species,18981.0,WBTR,DELE,
Dendrocitta frontalis,Collared Treepie,TC007727,coltre1,species,18982.0,COTR,DEFR,
Dendrocitta bayleii,Andaman Treepie,TC007728,andtre1,species,18983.0,ANTR,DEBA,
Crypsirina temia,Racket-tailed Treepie,TC007729,rattre1,species,18984.0,RTTR,CRTE,
Crypsirina cucullata,Hooded Treepie,TC007730,hootre1,species,18985.0,HOTR,CRCU,
Temnurus temnurus,Ratchet-tailed Treepie,TC007731,rattre2,species,18986.0,RTTR,TETE,
Pica pica,Eurasian Magpie,TC007732,eurmag1,species,18987.0,EUMA COMA,PIPI,
Pica hudsonia,Black-billed Magpie,TC007733,bkbmag1,species,19000.0,AMMA,PIHU,BBMA
Pica nuttalli,Yellow-billed Magpie,TC007734,yebmag,species,19001.0,,PINU,YBMA
Zavattariornis stresemanni,Stresemann's Bush-Crow,TC007735,stbcro1,species,19002.0,STBU SBCR STBC,ZAST,
Podoces hendersoni,Mongolian Ground-Jay,TC007736,mogjay1,species,19003.0,MOGJ MGJA HGJA,POHE,
Podoces biddulphi,Xinjiang Ground-Jay,TC007737,xigjay1,species,19004.0,BGJA XGJA XIGJ,POBI,
Podoces panderi,Turkestan Ground-Jay,TC007738,tugjay1,species,19005.0,PGJA TGJA TUGJ,POPA,
Podoces pleskei,Iranian Ground-Jay,TC007739,irgjay1,species,19006.0,IGJA PGJA IRGJ,POPL,
Nucifraga columbiana,Clark's Nutcracker,TC007740,clanut,species,19007.0,,NUCO,CLNU
Nucifraga caryocatactes,Eurasian Nutcracker,TC007741,eurnut1,species,19008.0,SPNU EUNU,NUCA,
Nucifraga multipunctata,Kashmir Nutcracker,TC012799,sponut1,species,19018.0,KANU LSNU,NUMU,
Pyrrhocorax pyrrhocorax,Red-billed Chough,TC007742,rebcho1,species,19019.0,RBCH,PYPY,
Pyrrhocorax graculus,Yellow-billed Chough,TC007743,yebcho1,species,19028.0,ALCH YBCH,PYGR,
Ptilostomus afer,Piapiac,TC007744,piapia1,species,19031.0,PIAP,PTAF,
Corvus monedula,Eurasian Jackdaw,TC007745,eurjac,species,19032.0,WEJA,COMO,EUJA
Corvus dauuricus,Daurian Jackdaw,TC007746,daujac1,species,19037.0,DAJA,CODA,
Corvus splendens,House Crow,TC007747,houcro1,species,19038.0,HOCR,COSP,
Corvus moneduloides,New Caledonian Crow,TC007748,neccro1,species,19044.0,NCCR,COMO,
Corvus unicolor,Banggai Crow,TC007749,bancro1,species,19045.0,BACR,COUN,
Corvus enca,Slender-billed Crow,TC007750,slbcro1,species,19046.0,SBCR,COEN,
Corvus typicus,Piping Crow,TC007751,pipcro1,species,19055.0,PICR,COTY,
Corvus florensis,Flores Crow,TC007752,flocro1,species,19056.0,FLCR,COFL,
Corvus kubaryi,Mariana Crow,TC007753,marcro1,species,19057.0,MACR,COKU,
Corvus validus,Long-billed Crow,TC007754,lobcro1,species,19058.0,LBCR,COVA,
Corvus woodfordi,Guadalcanal Crow,TC007755,guacro1,species,19059.0,WBCR GUCR,COWO,
Corvus meeki,Bougainville Crow,TC007756,boucro1,species,19062.0,BOCR,COME,
Corvus fuscicapillus,Brown-headed Crow,TC007757,brhcro1,species,19063.0,BHCR,COFU,
Corvus tristis,Gray Crow,TC007758,grycro1,species,19066.0,GRCR,COTR,
Corvus capensis,Cape Crow,TC007759,capcro2,species,19067.0,CACR,COCA,
Corvus frugilegus,Rook,TC007760,rook1,species,19070.0,ROOK,COFR,
Corvus brachyrhynchos,American Crow,TC007761,amecro,species,19073.0,,COBR,AMCR
Corvus caurinus,Northwestern Crow,TC007762,norcro,species,19078.0,,COCA,NOCR
Corvus palmarum,Palm Crow,TC012682,palcro2,species,19079.5,CPCR,COPA,PACR
Corvus nasicus,Cuban Crow,TC007766,cubcro1,species,19082.0,,CONA,CUCR
Corvus leucognaphalus,White-necked Crow,TC007767,whncro1,species,19083.0,,COLE,WNCR
Corvus jamaicensis,Jamaican Crow,TC007768,jamcro1,species,19084.0,,COJA,JACR
Corvus imparatus,Tamaulipas Crow,TC007769,tamcro,species,19085.0,,COIM,TACR
Corvus sinaloae,Sinaloa Crow,TC007770,sincro1,species,19086.0,,COSI,SICR
Corvus ossifragus,Fish Crow,TC007771,fiscro,species,19087.0,,COOS,FICR
Corvus hawaiiensis,Hawaiian Crow,TC007772,hawcro,species,19088.0,HACR,COHA,HCRO
Corvus cryptoleucus,Chihuahuan Raven,TC007773,chirav,species,19089.0,,COCR,CHRA
Corvus corone,Carrion Crow,TC007774,carcro1,species,19090.0,CACR,COCO,
Corvus cornix,Hooded Crow,TC007776,hoocro1,species,19094.0,HOCR,COCO,
Corvus macrorhynchos,Large-billed Crow,TC007777,labcro1,species,19099.0,LBCR LBJJ IJCR,COMA,
Corvus orru,Torresian Crow,TC012841,torcro2,species,19113.5,TOCR,COOR,
Corvus insularis,Bismarck Crow,TC012842,torcro3,species,19117.5,BICR,COIN,
Corvus bennetti,Little Crow,TC007779,litcro1,species,19118.0,LICR,COBE,
Corvus coronoides,Australian Raven,TC007781,ausrav1,species,19120.0,AURA,COCO,
Corvus mellori,Little Raven,TC007782,litrav1,species,19123.0,LIRA,COME,
Corvus tasmanicus,Forest Raven,TC007783,forrav1,species,19124.0,FORA,COTA,
Corvus torquatus,Collared Crow,TC007784,colcro1,species,19127.0,COCR,COTO,
Corvus albus,Pied Crow,TC007785,piecro1,species,19128.0,PICR,COAL,
Corvus ruficollis,Brown-necked Raven,TC007786,brnrav1,species,19129.0,BNRA,CORU,
Corvus edithae,Somali Crow,TC007787,somcro2,species,19130.0,SOCR,COED,
Corvus rhipidurus,Fan-tailed Raven,TC007788,fatrav1,species,19131.0,FTRA,CORH,
Corvus albicollis,White-necked Raven,TC007789,whnrav1,species,19132.0,WNRA,COAL,
Corvus crassirostris,Thick-billed Raven,TC007790,thbrav1,species,19133.0,TBRA,COCR,
Corvus corax,Common Raven,TC007791,comrav,species,19134.0,NORA,COCO,CORA
Corcorax melanorhamphos,White-winged Chough,TC007796,whwcho1,species,19144.0,WWCH,COME,
Struthidea cinerea,Apostlebird,TC007797,apostl1,species,19147.0,APOS,STCI,
Lycocorax pyrrhopterus,Paradise-crow,TC007798,parcro1,species,19150.0,PACR,LYPY,
Phonygammus keraudrenii,Trumpet Manucode,TC007803,truman1,species,19163.0,TRMA,PHKE,
Manucodia comrii,Curl-crested Manucode,TC007802,cucman1,species,19172.1,CCMA,MACO,
Manucodia chalybatus,Crinkle-collared Manucode,TC007801,crcman2,species,19172.4,CCMA,MACH,
Manucodia jobiensis,Jobi Manucode,TC007800,jobman1,species,19172.5,JOMA,MAJO,
Manucodia ater,Glossy-mantled Manucode,TC007799,glmman2,species,19172.6,GMMA,MAAT,
Pteridophora alberti,King-of-Saxony Bird-of-Paradise,TC007815,kospar1,species,19180.0,KOSB,PTAL,
Parotia carolae,Carola's Parotia,TC007812,carpar1,species,19186.0,CAPA QCPA,PACA,
Parotia berlepschi,Bronze Parotia,TC012353,carpar3,species,19192.5,BRPA,PABE,
Parotia sefilata,Western Parotia,TC007811,wespar1,species,19192.7,WEPA,PASE,
Parotia wahnesi,Wahnes's Parotia,TC007814,wahpar1,species,19192.8,WAPA,PAWA,
Parotia lawesii,Lawes's Parotia,TC007813,lawpar1,species,19193.0,LAPA,PALA,
Seleucidis melanoleucus,Twelve-wired Bird-of-Paradise,TC007828,twwbop1,species,19196.0,TWBO,SEME,
Drepanornis albertisi,Black-billed Sicklebill,TC007822,blbsic1,species,19199.0,BBSI,DRAL,
Drepanornis bruijnii,Pale-billed Sicklebill,TC007823,pabsic1,species,19202.0,PBSI,DRBR,
Semioptera wallacii,Standardwing Bird-of-Paradise,TC007827,walsta2,species,19203.0,SBOP STAN,SEWA,
Lophorina superba,Superb Bird-of-Paradise,TC007819,sbopar1,species,19204.0,SBOP,LOSU,
Ptiloris paradiseus,Paradise Riflebird,TC007817,parrif1,species,19210.1,PARI,PTPA,
Ptiloris victoriae,Victoria's Riflebird,TC007818,vicrif1,species,19210.2,VIRI,PTVI,
Ptiloris magnificus,Magnificent Riflebird,TC007816,magrif1,species,19210.3,MARI,PTMA,
Epimachus fastosus,Black Sicklebill,TC007820,blasic1,species,19211.0,BLSI,EPFA,
Epimachus meyeri,Brown Sicklebill,TC007821,brosic1,species,19215.0,BRSI,EPME,
Paradigalla carunculata,Long-tailed Paradigalla,TC007804,lotpar1,species,19218.1,LTPA,PACA,
Paradigalla brevicauda,Short-tailed Paradigalla,TC007805,shtpar1,species,19218.2,STPA,PABR,
Astrapia splendidissima,Splendid Astrapia,TC007807,splast1,species,19218.3,SPAS,ASSP,
Astrapia nigra,Arfak Astrapia,TC007806,arfast1,species,19218.6,ARAS,ASNI,
Astrapia rothschildi,Huon Astrapia,TC007810,huoast1,species,19218.7,HUAS,ASRO,
Astrapia stephaniae,Stephanie's Astrapia,TC007809,prsast1,species,19218.8,STAS PSAS,ASST,
Astrapia mayeri,Ribbon-tailed Astrapia,TC007808,ritast1,species,19219.95,RTAS,ASMA,
Cicinnurus regius,King Bird-of-Paradise,TC007826,kbopar1,species,19223.0,KBOP,CIRE,
Cicinnurus respublica,Wilson's Bird-of-Paradise,TC007825,wbopar1,species,19226.0,WBOP,CIRE,
Cicinnurus magnificus,Magnificent Bird-of-Paradise,TC007824,mbopar2,species,19227.0,MBOP,CIMA,
Paradisaea rudolphi,Blue Bird-of-Paradise,TC007835,bbopar1,species,19237.0,BBOP,PARU,
Paradisaea guilielmi,Emperor Bird-of-Paradise,TC007834,ebopar1,species,19240.0,EBOP,PAGU,
Paradisaea rubra,Red Bird-of-Paradise,TC007833,rbopar2,species,19241.0,RBOP,PARU,
Paradisaea decora,Goldie's Bird-of-Paradise,TC007832,gbopar1,species,19242.0,GBOP,PADE,
Paradisaea minor,Lesser Bird-of-Paradise,TC007829,lbopar1,species,19243.0,LBOP,PAMI,
Paradisaea raggiana,Raggiana Bird-of-Paradise,TC007831,rbopar1,species,19247.0,RBOP,PARA,
Paradisaea apoda,Greater Bird-of-Paradise,TC007830,gbopar2,species,19252.0,GBOP,PAAP,
Melampitta lugubris,Lesser Melampitta,TC007836,lesmel1,species,19255.0,LEME,MELU,
Melampitta gigantea,Greater Melampitta,TC007837,gremel1,species,19259.0,GRME,MEGI,
Amalocichla sclateriana,Greater Ground-Robin,TC007838,grgrob1,species,19260.0,GGRO GRGR,AMSC,
Amalocichla incerta,Lesser Ground-Robin,TC007839,legrob1,species,19263.0,LGRO LEGR,AMIN,
Monachella muelleriana,Torrent Flycatcher,TC007840,torfly1,species,19267.0,TOFL,MOMU,
Microeca fascinans,Jacky-winter,TC007841,jacwin1,species,19270.0,JAWI,MIFA,
Microeca hemixantha,Golden-bellied Flyrobin,TC007842,gobfly2,species,19275.0,GBFL,MIHE,
Microeca flavigaster,Lemon-bellied Flycatcher,TC007843,lebfly3,species,19276.0,LBFL,MIFL,
Microeca griseoceps,Yellow-legged Flycatcher,TC007844,yelfly4,species,19284.0,YLFL,MIGR,
Microeca flavovirescens,Olive Flyrobin,TC007845,olifly3,species,19288.0,OLFL,MIFL,
Microeca papuana,Papuan Flycatcher,TC007846,canfly2,species,19291.0,CAFL PAFL,MIPA,
Eugerygone rubra,Garnet Robin,TC007847,garrob1,species,19292.0,GARO,EURU,
Petroica bivittata,Subalpine Robin,TC007848,alprob1,species,19295.0,SURO MORO,PEBI,
Petroica archboldi,Snow Mountain Robin,TC007849,snmrob1,species,19298.0,SMRO,PEAR,
Petroica multicolor,Pacific Robin,TC007850,scarob1,species,19299.0,PARO,PEMU,
Petroica boodang,Scarlet Robin,TC007851,scarob2,species,19304.0,SCRO,PEBO,
Petroica macrocephala,Tomtit,TC007852,tomtit1,species,19317.0,TOTO TOMT,PEMA,
Petroica goodenovii,Red-capped Robin,TC007855,recrob1,species,19324.0,RCRO,PEGO,
Petroica phoenicea,Flame Robin,TC007856,flarob1,species,19325.0,FLRO,PEPH,
Petroica rosea,Rose Robin,TC007857,rosrob1,species,19326.0,RORO,PERO,
Petroica rodinogaster,Pink Robin,TC007858,pinrob1,species,19327.0,PIRO,PERO,
Petroica australis,New Zealand Robin,TC007859,nezrob1,species,19330.0,NZRO,PEAU,
Petroica traversi,Chatham Robin,TC007862,charob1,species,19334.0,BLRO CHRO,PETR,
Melanodryas cucullata,Hooded Robin,TC007863,hoorob1,species,19335.0,HORO,MECU,
Melanodryas vittata,Dusky Robin,TC007864,dusrob1,species,19340.0,DURO,MEVI,
Tregellasia leucops,White-faced Robin,TC007865,whfrob1,species,19343.0,WFRO,TRLE,
Tregellasia capito,Pale-yellow Robin,TC007866,payrob1,species,19354.0,PYRO,TRCA,
Eopsaltria australis,Eastern Yellow Robin,TC007867,yelrob1,species,19357.0,EYRO,EOAU,
Eopsaltria griseogularis,Western Yellow Robin,TC007868,gybrob1,species,19360.0,WYRO,EOGR,
Eopsaltria flaviventris,Yellow-bellied Robin,TC007869,yebrob1,species,19363.0,YBRO YBFL,EOFL,
Eopsaltria georgiana,White-breasted Robin,TC007870,whbrob1,species,19364.0,WBRO,EOGE,
Eopsaltria pulverulenta,Mangrove Robin,TC007871,manrob1,species,19365.0,MARO,EOPU,
Poecilodryas brachyura,Black-chinned Robin,TC007872,blcrob1,species,19370.0,BCRO,POBR,
Poecilodryas hypoleuca,Black-sided Robin,TC007873,blsrob2,species,19374.0,BSRO,POHY,
Poecilodryas superciliosa,White-browed Robin,TC007874,whbrob2,species,19378.0,WBRO,POSU,
Poecilodryas cerviniventris,Buff-sided Robin,TC007875,busrob1,species,19380.0,BSRO,POCE,
Poecilodryas placens,Olive-yellow Robin,TC007876,olyrob1,species,19381.0,OYRO BYRO,POPL,
Poecilodryas albonotata,Black-throated Robin,TC007877,bltrob1,species,19382.0,BTRO,POAL,
Peneothello sigillata,White-winged Robin,TC007878,whwrob2,species,19386.0,WWRO,PESI,
Peneothello cryptoleuca,Smoky Robin,TC007879,smorob2,species,19391.0,SMRO,PECR,
Peneothello bimaculata,White-rumped Robin,TC007880,whrrob2,species,19395.0,WRRO,PEBI,
Peneothello cyanus,Blue-gray Robin,TC007881,bugrob1,species,19398.0,BGRO SLRO,PECY,
Heteromyias albispecularis,Ashy Robin,TC007882,gyhrob1,species,19402.0,ASRO,HEAL,
Heteromyias cinereifrons,Gray-headed Robin,TC007883,gyhrob2,species,19408.0,GHRO,HECI,
Pachycephalopsis hattamensis,Green-backed Robin,TC007884,grbrob1,species,19409.0,GBRO,PAHA,
Pachycephalopsis poliosoma,White-eyed Robin,TC007885,wherob1,species,19415.0,WERO,PAPO,
Drymodes beccarii,Papuan Scrub-Robin,TC014927,papscr2,species,19415.2,PSRO PASR NSRO,DRBE,
Drymodes superciliaris,Northern Scrub-Robin,TC007886,nosrob1,species,19423.0,NOSR NSRO,DRSU,
Drymodes brunneopygia,Southern Scrub-Robin,TC007887,sosrob1,species,19428.0,SSRO SOSR,DRBR,
Picathartes gymnocephalus,White-necked Rockfowl,TC007889,whnroc1,species,19430.0,WNRO,PIGY,
Picathartes oreas,Gray-necked Rockfowl,TC007890,gynroc1,species,19431.0,GNRO,PIOR,
Chaetops frenatus,Cape Rockjumper,TC007892,rufroc1,species,19435.0,CARO,CHFR,
Chaetops aurantius,Drakensberg Rockjumper,TC007893,orbroc1,species,19436.0,DRRO,CHAU,
Eupetes macrocerus,Malaysian Rail-babbler,TC007894,marbab1,species,19437.0,RABA MARB MRBA,EUMA,
Panurus biarmicus,Bearded Reedling,TC007896,bearee1,species,19443.0,BETI BERE,PABI,
Nicator chloris,Western Nicator,TC007897,yesnic1,species,19447.0,WENI,NICH,
Nicator gularis,Eastern Nicator,TC007898,easnic1,species,19448.0,EANI,NIGU,
Nicator vireo,Yellow-throated Nicator,TC007899,yetnic1,species,19449.0,YTNI,NIVI,
Mirafra javanica,Australasian Bushlark,TC007900,ausbus2,species,19450.0,HOBU HBLA AUBU,MIJA,
Mirafra affinis,Jerdon's Bushlark,TC007901,jerbus2,species,19467.0,JEBU JBLA,MIAF,
Mirafra erythroptera,Indian Bushlark,TC007902,indbus2,species,19468.0,INBU IBLA,MIER,
Mirafra erythrocephala,Indochinese Bushlark,TC007903,indbus3,species,19469.0,INBU IBLA,MIER,
Mirafra assamica,Bengal Bushlark,TC007904,benbus1,species,19470.0,BEBU BBLA,MIAS,
Mirafra microptera,Burmese Bushlark,TC007905,burbus1,species,19471.0,BBLA BUBU,MIMI,
Mirafra hova,Madagascar Lark,TC007906,madlar1,species,19472.0,MALA,MIHO,
Mirafra cantillans,Singing Bushlark,TC007907,sinbus1,species,19473.0,SBLA SIBU,MICA,
Mirafra albicauda,White-tailed Lark,TC007908,whtlar1,species,19478.0,WTLA,MIAL,
Mirafra cordofanica,Kordofan Lark,TC007909,korlar1,species,19479.0,KOLA,MICO,
Mirafra williamsi,Williams's Lark,TC007910,willar1,species,19480.0,WILA,MIWI,
Mirafra rufa,Rusty Lark,TC007911,ruslar1,species,19481.0,RULA RBLA,MIRU,
Mirafra passerina,Monotonous Lark,TC007912,monlar2,species,19485.0,MOLA,MIPA,
Mirafra cheniana,Latakoo Lark,TC007913,latlar1,species,19486.0,MELA LALA,MICH,
Mirafra pulpa,Friedmann's Lark,TC007914,frilar1,species,19487.0,FRLA,MIPU,
Mirafra ashi,Ash's Lark,TC007915,ashlar1,species,19488.0,ASLA,MIAS,
Mirafra somalica,Somali Long-billed Lark,TC007916,slblar1,species,19489.0,SOLA SLBL,MISO,
Mirafra hypermetra,Red-winged Lark,TC007917,rewlar1,species,19492.0,RWLA,MIHY,
Mirafra africana,Rufous-naped Lark,TC007918,runlar1,species,19497.0,RNLA,MIAF,
Mirafra angolensis,Angola Lark,TC007919,anglar1,species,19521.0,ANLA,MIAN,
Mirafra rufocinnamomea,Flappet Lark,TC007920,flalar1,species,19525.0,FLLA,MIRU,
Mirafra apiata,Cape Clapper Lark,TC007921,caclar1,species,19541.0,CCLA,MIAP,
Mirafra fasciolata,Eastern Clapper Lark,TC007922,eaclar1,species,19544.0,ECLA,MIFA,
Mirafra collaris,Collared Lark,TC007923,collar1,species,19550.0,COLA,MICO,
Mirafra gilletti,Gillett's Lark,TC007924,gillar1,species,19551.0,GILA,MIGI,
Heteromirafra archeri,Liben Lark,TC014222,liblar1,species,19556.0,LILA ARLA,HEAR,
Heteromirafra ruddi,Rudd's Lark,TC007929,rudlar1,species,19558.0,RULA,HERU,
Calendulauda poecilosterna,Pink-breasted Lark,TC007930,piblar3,species,19559.0,PBLA,CAPO,
Calendulauda sabota,Sabota Lark,TC007931,sablar2,species,19560.0,SALA,CASA,
Calendulauda africanoides,Fawn-colored Lark,TC007932,faclar2,species,19570.0,FCLA,CAAF,
Calendulauda alopex,Foxy Lark,TC007933,foxlar1,species,19577.0,FOLA,CAAL,
Calendulauda burra,Red Lark,TC007934,ferlar2,species,19580.0,RELA,CABU,
Calendulauda albescens,Karoo Lark,TC007935,karlar2,species,19581.0,KALA,CAAL,
Calendulauda barlowi,Barlow's Lark,TC007936,barlar1,species,19586.0,BALA,CABA,
Calendulauda erythrochlamys,Dune Lark,TC007937,dunlar3,species,19590.0,DULA,CAER,
Pinarocorys erythropygia,Rufous-rumped Lark,TC007938,rurlar1,species,19591.0,RRLA,PIER,
Pinarocorys nigricans,Dusky Lark,TC007939,duslar1,species,19592.0,DULA,PINI,
Ammomanopsis grayi,Gray's Lark,TC007940,gralar2,species,19595.0,GRLA,AMGR,
Chersomanes albofasciata,Spike-heeled Lark,TC007941,sphlar1,species,19598.0,SHLA,CHAL,
Chersomanes beesleyi,Beesley's Lark,TC007942,beelar1,species,19609.0,BELA,CHBE,
Certhilauda curvirostris,Cape Lark,TC007943,caplar1,species,19610.0,CALA CLBL,CECU,
Certhilauda brevirostris,Agulhas Lark,TC007944,agular1,species,19613.0,AGLA ALBL,CEBR,
Certhilauda semitorquata,Eastern Long-billed Lark,TC007945,elblar1,species,19614.0,ELBL,CESE,
Certhilauda subcoronata,Karoo Long-billed Lark,TC007946,klblar1,species,19618.0,KLBL,CESU,
Certhilauda benguelensis,Benguela Lark,TC007947,benlar1,species,19623.0,BLBL BELA,CEBE,
Certhilauda chuana,Short-clawed Lark,TC007948,shclar1,species,19626.0,SCLA,CECH,
Alaemon alaudipes,Greater Hoopoe-Lark,TC007949,grhlar1,species,19627.0,GHLA GRHL,ALAL,
Alaemon hamertoni,Lesser Hoopoe-Lark,TC007950,lehlar1,species,19632.0,LHLA LEHL,ALHA,
Chersophilus duponti,Dupont's Lark,TC007951,duplar1,species,19636.0,DULA,CHDU,
Eremopterix australis,Black-eared Sparrow-Lark,TC007952,beslar1,species,19639.0,BESL,ERAU,
Eremopterix leucotis,Chestnut-backed Sparrow-Lark,TC007953,cbslar1,species,19640.0,CBSL,ERLE,
Eremopterix nigriceps,Black-crowned Sparrow-Lark,TC007954,bcslar1,species,19646.0,BCSL,ERNI,
Eremopterix verticalis,Gray-backed Sparrow-Lark,TC007955,gybspl1,species,19651.0,GBSL,ERVE,
Eremopterix signatus,Chestnut-headed Sparrow-Lark,TC007956,chhspl1,species,19656.0,CHSL,ERSI,
Eremopterix leucopareia,Fischer's Sparrow-Lark,TC007957,fislar1,species,19659.0,FSLA FISL,ERLE,
Eremopterix griseus,Ashy-crowned Sparrow-Lark,TC007958,ascspl1,species,19660.0,ACSL,ERGR,
Ammomanes cinctura,Bar-tailed Lark,TC007959,batlar1,species,19661.0,BTLA,AMCI,
Ammomanes phoenicura,Rufous-tailed Lark,TC007960,rutlar2,species,19665.0,RTLA,AMPH,
Ammomanes deserti,Desert Lark,TC007961,deslar1,species,19666.0,DELA,AMDE,
Ramphocoris clotbey,Thick-billed Lark,TC007963,thblar1,species,19692.0,TBLA,RACL,
Melanocorypha calandra,Calandra Lark,TC007964,callar1,species,19693.0,CALA,MECA,
Melanocorypha bimaculata,Bimaculated Lark,TC007965,bimlar1,species,19698.0,BILA,MEBI,
Melanocorypha maxima,Tibetan Lark,TC007966,tiblar1,species,19699.0,TILA,MEMA,
Melanocorypha mongolica,Mongolian Lark,TC007967,monlar1,species,19700.0,MOLA,MEMO,
Melanocorypha leucoptera,White-winged Lark,TC007968,whwlar1,species,19701.0,WWLA,MELE,
Melanocorypha yeltoniensis,Black Lark,TC007969,blalar1,species,19702.0,BLLA,MEYE,
Calandrella brachydactyla,Greater Short-toed Lark,TC007970,gstlar1,species,19703.0,GSTL,CABR,
Calandrella cinerea,Red-capped Lark,TC007971,reclar1,species,19712.0,RCLA,CACI,
Calandrella blanfordi,Blanford's Lark,TC007972,blalar2,species,19721.0,BLLA,CABL,
Calandrella erlangeri,Erlanger's Lark,TC007973,erllar1,species,19725.0,ERLA,CAER,
Calandrella acutirostris,Hume's Lark,TC007974,humlar1,species,19726.0,HULA HSTL,CAAC,
Calandrella somalica,Somali Short-toed Lark,TC007975,sstlar1,species,19729.0,SSTL,CASO,
Calandrella rufescens,Lesser Short-toed Lark,TC007976,lstlar1,species,19734.0,LSTL,CARU,
Calandrella raytal,Sand Lark,TC007977,sanlar1,species,19751.0,SALA,CARA,
Eremalauda dunni,Dunn's Lark,TC007979,dunlar2,species,19756.0,DULA,ERDU,
Spizocorys starki,Stark's Lark,TC007980,stalar2,species,19759.0,STLA,SPST,
Spizocorys conirostris,Pink-billed Lark,TC007981,piblar1,species,19760.0,PBLA,SPCO,
Spizocorys fringillaris,Botha's Lark,TC007982,botlar1,species,19767.0,BOLA,SPFR,
Spizocorys obbiensis,Obbia Lark,TC007983,obblar1,species,19768.0,OBLA,SPOB,
Spizocorys personata,Masked Lark,TC007984,maslar1,species,19769.0,MALA,SPPE,
Spizocorys sclateri,Sclater's Lark,TC007985,scllar1,species,19774.0,SCLA,SPSC,
Pseudalaemon fremantlii,Short-tailed Lark,TC007986,shtlar1,species,19775.0,STLA,PSFR,
Galerida cristata,Crested Lark,TC007987,crelar1,species,19779.0,CRLA,GACR,
Galerida theklae,Thekla Lark,TC007988,thelar1,species,19817.0,THLA,GATH,
Galerida malabarica,Malabar Lark,TC007989,mallar1,species,19830.0,MALA,GAMA,
Galerida modesta,Sun Lark,TC007990,sunlar1,species,19831.0,SULA,GAMO,
Galerida deva,Tawny Lark,TC007991,tawlar1,species,19836.0,SYLA TALA,GADE,
Galerida magnirostris,Large-billed Lark,TC007992,lablar1,species,19837.0,LBLA,GAMA,
Alauda arvensis,Sky Lark,TC007993,skylar,species,19841.0,EUSK SKYL,ALAR,SKLA
Alauda gulgula,Oriental Skylark,TC007996,orisky1,species,19857.0,ORSK,ALGU,
Alauda razae,Razo Skylark,TC007997,razsky1,species,19866.0,RALA RASK,ALRA,
Lullula arborea,Wood Lark,TC007998,woolar1,species,19867.0,WOOD WOLA,LUAR,
Eremophila alpestris,Horned Lark,TC007999,horlar,species,19870.0,SHLA,ERAL,HOLA
Eremophila bilopha,Temminck's Lark,TC008004,temlar1,species,19916.0,TELA,ERBI,
Pseudochelidon eurystomina,African River Martin,TC008006,afrmar2,species,19918.0,ARMA,PSEU,
Pseudochelidon sirintarae,White-eyed River Martin,TC008007,wermar2,species,19919.0,WERM,PSSI,
Pygochelidon cyanoleuca,Blue-and-white Swallow,TC008008,bawswa1,species,19920.0,,PYCY,BAWS
Pygochelidon melanoleuca,Black-collared Swallow,TC008012,blcswa2,species,19924.0,BCSW,PYME,
Alopochelidon fucata,Tawny-headed Swallow,TC008013,tahswa2,species,19925.0,THSW,ALFU,
Orochelidon flavipes,Pale-footed Swallow,TC008014,pafswa1,species,19926.0,PFSW,ORFL,
